"","participant","item","target","lex_status","response","PND","PND_CC","segment_type","segment_type_CC","contrast_type","contrast_type_CC","vocab","perception","resp.rt","frequency","neighbors","PNF"
"1","kor11","space","ei","NW",0,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,11.0752,66.0588,8,4.1299
"2","kor11","tenth","t","NW",0,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,24.2836,4.1569,6,31.4641
"3","kor11","fuel","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.154,17.1765,5,1.1647
"4","kor11","photo","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.4882,22.8431,2,11.3628
"5","kor11","tab","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.1959,5.7647,22,7.9349
"6","kor11","fighter","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.2768,12.7843,14,34.4006
"7","kor11","scissor","s","NW",0,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.2665,0.35294,14,16.6078
"8","kor11","teacher","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.42,55.7255,5,21.3608
"9","kor11","fish","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.7755,83.4902,16,25.7083
"10","kor11","swipe","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.5607,1.6078,7,5.4258
"11","kor11","summer","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,0.9677,78.6667,17,106.7705
"12","kor11","spell","E","NW",1,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.4031,36.6471,16,27.1287
"13","kor11","prove","p","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.434,70.3922,7,10.2073
"14","kor11","title","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.4541,18.5686,11,11.6328
"15","kor11","final","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.1575,49.6667,10,148.6706
"16","kor11","task","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.3893,12.7255,8,67.3995
"17","kor11","paint","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.2672,36.8039,18,21.6155
"18","kor11","racing","ei","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.1708,11.8824,17,4.1096
"19","kor11","bonus","ou","NW",0,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,0.9691,9.1961,3,1.536
"20","kor11","growth","ou","NW",0,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.0891,6.451,7,16.3781
"21","kor11","player","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,2.0791,37.7647,14,87.2059
"22","kor11","serve","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,2.0003,37.9412,16,78.2953
"23","kor11","timer","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.9029,6.2549,11,203.5579
"24","kor11","bacon","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.5036,11.8627,5,29.6196
"25","kor11","clothes","ou","NW",0,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.7754,101.1373,4,0.73039
"26","kor11","sprain","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.768,0.84314,6,5.2418
"27","kor11","throw","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.3155,128.8235,19,71.1032
"28","kor11","stress","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.1043,15.6078,4,5.6373
"29","kor11","ghost","ou","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.3355,36.5882,14,38.7815
"30","kor11","follow","f","NW",0,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.4803,123.1961,13,19.7722
"31","kor11","science","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.9043,37.2549,1,25.3725
"32","kor11","plane","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.6395,95.5294,22,65.721
"33","kor11","soap","ou","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,0.8678,15.1961,25,191.9373
"34","kor11","sunny","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.3368,7.6667,14,120.6036
"35","kor11","scratch","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.2497,18.8431,5,3.9098
"36","kor11","pencil","p","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.2254,9.8627,4,1.1569
"37","kor11","twist","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.9547,12.6078,6,0.89543
"38","kor11","metal","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,0.934,19.451,14,21.514
"39","kor11","tiny","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.9007,32.2157,7,12.1289
"40","kor11","picture","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,2.1031,138.451,4,18.6618
"41","kor11","someday","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.6859,33.8431,3,15.085
"42","kor11","pepper","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,0.7349,8.8039,10,14.4902
"43","kor11","battle","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.0061,42.2549,13,9.1674
"44","kor11","push","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.5697,70.549,8,127.1667
"45","kor11","tone","ou","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.2352,16.8627,39,48.1654
"46","kor11","feather","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.7809,6.6275,12,62.3088
"47","kor11","silly","s","NW",0,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.8835,57.098,25,15.3757
"48","kor11","page","p","NW",0,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.1209,37.4902,21,28.732
"49","kor11","clap","ae","NW",1,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,2.3012,4.7255,18,14.0643
"50","kor11","stack","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.031,6.098,25,16.1976
"51","kor11","temper","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.89,11.4118,10,2.8863
"52","kor11","setting","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.8485,21.549,16,43.3101
"53","kor11","payment","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.905,10.549,3,23.366
"54","kor11","finger","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.5809,36.6667,4,8.9951
"55","kor11","apple","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,0.9207,23.6667,6,3.5392
"56","kor11","social","ou","NW",0,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.6846,33.3922,4,22.5147
"57","kor11","south","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,2.2331,64.4706,4,32.6176
"58","kor11","travel","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,0.8351,33.3725,5,3.2236
"59","kor11","password","p","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.8897,7.9804,1,0.92157
"60","kor11","twice","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.3801,62.5686,1,0.56863
"61","kor11","flavor","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.7196,5,2,36.0294
"62","kor11","turtle","t","NW",0,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,2.7724,17.0392,5,12.7961
"63","kor11","prayer","p","NW",0,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,2.9552,15.7843,10,13.0372
"64","kor11","stroke","ou","NW",0,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.9853,13.0784,7,10.8572
"65","kor11","jet","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.4532,14.1373,23,354.1807
"66","kor11","babe","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,2.5707,35.5686,18,40.0283
"67","kor11","donor","ou","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,2.091,4.0784,10,24.8353
"68","kor11","practice","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,2.6543,45.6863,1,3.3333
"69","kor11","coma","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,2.3175,12.2745,13,2.3863
"70","kor11","path","p","NW",0,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.8684,24.549,17,20.2261
"71","kor11","flat","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,2.6045,26.2157,17,12.5317
"72","kor11","faith","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,3.2069,46.3333,15,30.5895
"73","kor11","fresh","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.4565,54.5098,4,16.7745
"74","kor11","topic","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,2.1266,5.3137,5,1.3686
"75","kor11","fiction","f","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,0.9646,6.0784,4,1.0638
"76","kor11","strange","ei","NW",0,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.8032,86.4314,4,9.1471
"77","kor11","swept","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.9697,4.7647,7,10.6275
"78","kor11","trap","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.0139,23.8431,16,19.8554
"79","kor11","desk","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.404,43.902,6,6.5294
"80","kor11","waste","ei","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.43,53.2549,19,57.1981
"81","kor11","force","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.6483,70.6667,28,293.708
"82","kor11","match","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.418,49.4314,29,114.7235
"83","kor11","penny","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.8666,24.2941,16,98.8076
"84","kor11","test","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.0046,84.0784,22,43.1114
"85","kor11","sweater","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.0494,13.8039,7,4.7731
"86","kor11","devil","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.5175,41.3333,5,13.7333
"87","kor11","smash","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.2338,8.2549,6,4.915
"88","kor11","print","p","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.0534,19.9608,4,16.2255
"89","kor11","laser","ei","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.1911,8.4902,12,30.1389
"90","kor11","power","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.6472,149.0196,10,152.8529
"91","kor11","egg","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,0.9354,26.0392,14,23.4734
"92","kor11","waiter","ei","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.7366,13.1961,18,78.3475
"93","kor11","formal","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,2.2633,8.3137,5,29.498
"94","kor11","sink","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,2.3135,16.9216,27,114.199
"95","kor11","tool","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,2.8977,10.7451,30,918.3163
"96","kor11","ally","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,0.9015,32.6667,12,20.1961
"97","kor11","shape","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.5304,30.2353,18,22.4205
"98","kor11","poker","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.7979,16.0588,13,3.2594
"99","kor11","basic","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.6321,15.5686,3,4.9739
"100","kor11","park","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.9383,72.1176,29,27.691
"101","kor11","seller","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.2902,2.1961,20,11.0461
"102","kor11","type","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,2.3288,60.6471,27,89.8141
"103","kor11","notice","ou","NW",0,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.8329,59.2549,3,23.732
"104","kor11","swim","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,2.0544,31.8039,14,6.3025
"105","kor11","odor","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.8169,2.3333,11,141.6863
"106","kor11","plant","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,2.2897,27.6078,9,31.8257
"107","kor11","heavy","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.2193,47.2941,5,1.5726
"108","kor11","salt","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.9038,19.5098,12,16.2222
"109","kor11","globe","ou","NW",0,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.0389,5.2157,7,2.493
"110","kor11","season","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.6029,31.4706,7,34.4258
"111","kor11","french","f","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,0.6689,69.4314,3,142.1111
"112","kor11","rapper","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,2.2024,1.7647,17,10.2168
"113","kor11","castle","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.0644,21.549,12,6.884
"114","kor11","shadow","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.1369,21.1765,6,3.7615
"115","kor11","shelf","E","NW",1,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.2203,6.9608,8,7.6985
"116","kor11","section","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.5655,27.3333,3,7.1373
"117","kor11","front","f","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.754944403126318,1.3533,181.549,6,1.4249
"118","kor11","tough","t","NW",0,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,2.4403,90.5098,23,25.4919
"119","kor11","danger","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.8151,43.6667,4,2.8578
"120","kor11","solve","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,1.1159,19.4902,5,7.3725
"121","kor11","glass","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.1143,60.7059,9,42.7799
"122","kor11","traitor","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.754944403126318,5.1219,10.5882,13,3.6169
"123","kor11","solo","ou","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,3.0096,8.549,12,20.0931
"124","kor11","snake","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.487864035286764,1.6393,22.3529,8,17.4461
"125","kor11","essay","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.487864035286764,1.7526,6.1373,2,820.4314
"126","kor12","bacon","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.3511,11.8627,5,29.6196
"127","kor12","trap","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.2072,23.8431,16,19.8554
"128","kor12","sunny","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.285,7.6667,14,120.6036
"129","kor12","swipe","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.3974,1.6078,7,5.4258
"130","kor12","solo","ou","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.2875,8.549,12,20.0931
"131","kor12","temper","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.53,11.4118,10,2.8863
"132","kor12","science","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.4001,37.2549,1,25.3725
"133","kor12","push","p","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.2471,70.549,8,127.1667
"134","kor12","silly","s","NW",0,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.5529,57.098,25,15.3757
"135","kor12","clap","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.2037,4.7255,18,14.0643
"136","kor12","swept","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.2706,4.7647,7,10.6275
"137","kor12","season","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.3505,31.4706,7,34.4258
"138","kor12","tough","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.9294,90.5098,23,25.4919
"139","kor12","page","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.368,37.4902,21,28.732
"140","kor12","plant","p","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,2.3011,27.6078,9,31.8257
"141","kor12","section","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.4448,27.3333,3,7.1373
"142","kor12","waste","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.4346,53.2549,19,57.1981
"143","kor12","setting","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.8366,21.549,16,43.3101
"144","kor12","ghost","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,2.3034,36.5882,14,38.7815
"145","kor12","summer","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.2855,78.6667,17,106.7705
"146","kor12","task","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.601,12.7255,8,67.3995
"147","kor12","salt","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.9642,19.5098,12,16.2222
"148","kor12","babe","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,2.1406,35.5686,18,40.0283
"149","kor12","teacher","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.8799,55.7255,5,21.3608
"150","kor12","danger","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.4993,43.6667,4,2.8578
"151","kor12","bonus","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,2.5505,9.1961,3,1.536
"152","kor12","notice","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,3.9118,59.2549,3,23.732
"153","kor12","clothes","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,2.5681,101.1373,4,0.73039
"154","kor12","follow","f","NW",0,"dense",0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.5294,123.1961,13,19.7722
"155","kor12","apple","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.2304,23.6667,6,3.5392
"156","kor12","title","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.5683,18.5686,11,11.6328
"157","kor12","twice","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.5691,62.5686,1,0.56863
"158","kor12","turtle","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.7449,17.0392,5,12.7961
"159","kor12","serve","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,2.1392,37.9412,16,78.2953
"160","kor12","tenth","t","NW",0,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.4508,4.1569,6,31.4641
"161","kor12","tool","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.5188,10.7451,30,918.3163
"162","kor12","glass","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.199,60.7059,9,42.7799
"163","kor12","fiction","f","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.9895,6.0784,4,1.0638
"164","kor12","formal","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.5655,8.3137,5,29.498
"165","kor12","shape","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,2.1503,30.2353,18,22.4205
"166","kor12","stack","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.3792,6.098,25,16.1976
"167","kor12","faith","f","NW",0,"dense",0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,3.3181,46.3333,15,30.5895
"168","kor12","basic","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.7397,15.5686,3,4.9739
"169","kor12","shadow","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.3498,21.1765,6,3.7615
"170","kor12","tab","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,2.2316,5.7647,22,7.9349
"171","kor12","flavor","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.902,5,2,36.0294
"172","kor12","pencil","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.9358,9.8627,4,1.1569
"173","kor12","desk","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,0.9511,43.902,6,6.5294
"174","kor12","strange","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.934,86.4314,4,9.1471
"175","kor12","finger","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.6301,36.6667,4,8.9951
"176","kor12","tiny","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,2.4497,32.2157,7,12.1289
"177","kor12","sweater","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.0651,13.8039,7,4.7731
"178","kor12","waiter","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.2506,13.1961,18,78.3475
"179","kor12","feather","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.1939,6.6275,12,62.3088
"180","kor12","space","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.4492,66.0588,8,4.1299
"181","kor12","social","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.3347,33.3922,4,22.5147
"182","kor12","picture","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.6119,138.451,4,18.6618
"183","kor12","topic","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.544,5.3137,5,1.3686
"184","kor12","odor","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.4189,2.3333,11,141.6863
"185","kor12","traitor","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,1.4801,10.5882,13,3.6169
"186","kor12","photo","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,3.6892,22.8431,2,11.3628
"187","kor12","french","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,1.434,69.4314,3,142.1111
"188","kor12","devil","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.0859,41.3333,5,13.7333
"189","kor12","shelf","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.3008,6.9608,8,7.6985
"190","kor12","player","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.7506,37.7647,14,87.2059
"191","kor12","snake","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,33,0.0830887811767143,1.6164,22.3529,8,17.4461
"192","kor12","match","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.0517,49.4314,29,114.7235
"193","kor12","heavy","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,2.1819,47.2941,5,1.5726
"194","kor12","power","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,33,0.878942672306914,2.2697,149.0196,10,152.8529
"195","kor12","type","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,33,0.878942672306914,3.9198,60.6471,27,89.8141
"196","kor12","castle","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,33,0.0830887811767143,1.0195,21.549,12,6.884
