"","participant","item","target","lex_status","response","PND","PND_CC","segment_type","segment_type_CC","contrast_type","contrast_type_CC","vocab","perception","resp.rt","frequency","neighbors","PNF"
"757","kor20","fish","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.8081,83.4902,16,25.7083
"758","kor20","poker","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,2.0373,16.0588,13,3.2594
"759","kor20","serve","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,3.3664,37.9412,16,78.2953
"760","kor20","type","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.4006,60.6471,27,89.8141
"761","kor20","soap","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.8825,15.1961,25,191.9373
"762","kor20","shelf","E","NW",1,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.6668,6.9608,8,7.6985
"763","kor20","print","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.6844,19.9608,4,16.2255
"764","kor20","flat","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.9011,26.2157,17,12.5317
"765","kor20","stroke","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,3.894,13.0784,7,10.8572
"766","kor20","page","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,2.1369,37.4902,21,28.732
"767","kor20","jet","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.7849,14.1373,23,354.1807
"768","kor20","bacon","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.8545,11.8627,5,29.6196
"769","kor20","formal","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.2206,8.3137,5,29.498
"770","kor20","growth","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.9055,6.451,7,16.3781
"771","kor20","photo","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,2.1021,22.8431,2,11.3628
"772","kor20","devil","E","NW",1,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.2463,41.3333,5,13.7333
"773","kor20","season","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,2.7173,31.4706,7,34.4258
"774","kor20","task","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.3219,12.7255,8,67.3995
"775","kor20","tool","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.0451,10.7451,30,918.3163
"776","kor20","pepper","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,2.2365,8.8039,10,14.4902
"777","kor20","summer","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.4508,78.6667,17,106.7705
"778","kor20","laser","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.3679,8.4902,12,30.1389
"779","kor20","payment","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.1506,10.549,3,23.366
"780","kor20","title","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.4461,18.5686,11,11.6328
"781","kor20","match","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.5252,49.4314,29,114.7235
"782","kor20","snake","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.2881,22.3529,8,17.4461
"783","kor20","topic","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.235,5.3137,5,1.3686
"784","kor20","stress","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.5355,15.6078,4,5.6373
"785","kor20","pencil","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.066,9.8627,4,1.1569
"786","kor20","stack","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.3201,6.098,25,16.1976
"787","kor20","flavor","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,3.7998,5,2,36.0294
"788","kor20","notice","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.4365,59.2549,3,23.732
"789","kor20","final","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.7382,49.6667,10,148.6706
"790","kor20","front","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.292,181.549,6,1.4249
"791","kor20","scissor","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.0077,0.35294,14,16.6078
"792","kor20","basic","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,2.4508,15.5686,3,4.9739
"793","kor20","setting","E","NW",1,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,2.1842,21.549,16,43.3101
"794","kor20","solo","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.8377,8.549,12,20.0931
"795","kor20","castle","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,0.971,21.549,12,6.884
"796","kor20","space","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,2.9095,66.0588,8,4.1299
"797","kor20","bonus","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,3.4922,9.1961,3,1.536
"798","kor20","desk","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,2.1048,43.902,6,6.5294
"799","kor20","babe","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.6213,35.5686,18,40.0283
"800","kor20","sweater","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.7663,13.8039,7,4.7731
"801","kor20","waiter","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.3834,13.1961,18,78.3475
"802","kor20","silly","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.8348,57.098,25,15.3757
"803","kor20","donor","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,3.7173,4.0784,10,24.8353
"804","kor20","prove","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,2.3816,70.3922,7,10.2073
"805","kor20","tab","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.4197,5.7647,22,7.9349
"806","kor20","timer","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.5587,6.2549,11,203.5579
"807","kor20","fuel","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.2341,17.1765,5,1.1647
"808","kor20","traitor","t","NW",0,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.4946,10.5882,13,3.6169
"809","kor20","swim","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.8345,31.8039,14,6.3025
"810","kor20","section","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,2.6477,27.3333,3,7.1373
"811","kor20","teacher","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,3.1815,55.7255,5,21.3608
"812","kor20","twist","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.2227,12.6078,6,0.89543
"813","kor20","rapper","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.4252,1.7647,17,10.2168
"814","kor20","finger","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.1678,36.6667,4,8.9951
"815","kor20","sunny","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.1516,7.6667,14,120.6036
"816","kor20","apple","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,0.8404,23.6667,6,3.5392
"817","kor20","tenth","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,2.1839,4.1569,6,31.4641
"818","kor20","prayer","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,3.9923,15.7843,10,13.0372
"819","kor20","sprain","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,2.2108,0.84314,6,5.2418
"820","kor20","power","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,2.8539,149.0196,10,152.8529
"821","kor20","clothes","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,2.6187,101.1373,4,0.73039
"822","kor20","temper","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.1574,11.4118,10,2.8863
"823","kor20","picture","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,0.906,138.451,4,18.6618
"824","kor20","test","E","NW",1,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,2.8082,84.0784,22,43.1114
"825","kor20","plane","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.5265,95.5294,22,65.721
"826","kor20","shadow","ae","NW",1,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,2.4672,21.1765,6,3.7615
"827","kor20","player","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.2425,37.7647,14,87.2059
"828","kor20","travel","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,2.1677,33.3725,5,3.2236
"829","kor20","social","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.0454,33.3922,4,22.5147
"830","kor20","feather","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.2852,6.6275,12,62.3088
"831","kor20","tough","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.1383,90.5098,23,25.4919
"832","kor20","tiny","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.035,32.2157,7,12.1289
"833","kor20","ally","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,2.1657,32.6667,12,20.1961
"834","kor20","danger","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.6175,43.6667,4,2.8578
"835","kor20","smash","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.1762,8.2549,6,4.915
"836","kor20","waste","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.0645,53.2549,19,57.1981
"837","kor20","twice","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.2493,62.5686,1,0.56863
"838","kor20","french","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.2428,69.4314,3,142.1111
"839","kor20","tone","ou","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.4072,16.8627,39,48.1654
"840","kor20","science","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.1772,37.2549,1,25.3725
"841","kor20","clap","ae","NW",1,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.0696,4.7255,18,14.0643
"842","kor20","salt","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.1021,19.5098,12,16.2222
"843","kor20","heavy","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.1164,47.2941,5,1.5726
"844","kor20","scratch","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.2563,18.8431,5,3.9098
"845","kor20","seller","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.2124,2.1961,20,11.0461
"846","kor20","shape","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.328,30.2353,18,22.4205
"847","kor20","racing","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.3423,11.8824,17,4.1096
"848","kor20","path","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.3001,24.549,17,20.2261
"849","kor20","practice","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.3514,45.6863,1,3.3333
"850","kor20","push","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,2.1039,70.549,8,127.1667
"851","kor20","spell","E","NW",1,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.7547,36.6471,16,27.1287
"852","kor20","egg","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.4255,26.0392,14,23.4734
"853","kor20","password","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.4843,7.9804,1,0.92157
"854","kor20","glass","ae","NW",1,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,2.5861,60.7059,9,42.7799
"855","kor20","solve","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.436,19.4902,5,7.3725
"856","kor20","trap","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.7205,23.8431,16,19.8554
"857","kor20","park","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.376,72.1176,29,27.691
"858","kor20","sink","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.4338,16.9216,27,114.199
"859","kor20","force","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,2.2728,70.6667,28,293.708
"860","kor20","south","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.1741,64.4706,4,32.6176
"861","kor20","turtle","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.2796,17.0392,5,12.7961
"862","kor20","battle","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.1871,42.2549,13,9.1674
"863","kor20","throw","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.0736,128.8235,19,71.1032
"864","kor20","essay","E","NW",1,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.6185,6.1373,2,820.4314
"865","kor20","swept","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.2904,4.7647,7,10.6275
"866","kor20","strange","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,32,0.325807852599438,1.2597,86.4314,4,9.1471
"867","kor20","penny","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,1.3932,24.2941,16,98.8076
"868","kor20","metal","E","NW",1,"dense",0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.3062,19.451,14,21.514
"869","kor20","swipe","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,32,0.775224891432035,1.1669,1.6078,7,5.4258
"870","kor20","faith","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,0.9907,46.3333,15,30.5895
"871","kor20","fresh","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,32,0.325807852599438,1.3227,54.5098,4,16.7745
"872","kor20","follow","f","NW",0,"dense",0.5,"consonant",0.5,"critical",-0.5,32,0.775224891432035,2.3931,123.1961,13,19.7722
"873","kor22","clap","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.456,4.7255,18,14.0643
"874","kor22","timer","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,2.482,6.2549,11,203.5579
"875","kor22","flavor","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,2.394,5,2,36.0294
"876","kor22","fiction","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,2.861,6.0784,4,1.0638
"877","kor22","tiny","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.574,32.2157,7,12.1289
"878","kor22","teacher","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,2.188,55.7255,5,21.3608
"879","kor22","poker","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,2.311,16.0588,13,3.2594
"880","kor22","sprain","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.893,0.84314,6,5.2418
"881","kor22","fuel","f","NW",0,"sparse",-0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.239,17.1765,5,1.1647
"882","kor22","science","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.747,37.2549,1,25.3725
"883","kor22","park","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.381,72.1176,29,27.691
"884","kor22","force","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,2.023,70.6667,28,293.708
"885","kor22","twist","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.62,12.6078,6,0.89543
"886","kor22","stress","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,2.125,15.6078,4,5.6373
"887","kor22","payment","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.746,10.549,3,23.366
"888","kor22","smash","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,2.075,8.2549,6,4.915
"889","kor22","ghost","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.389,36.5882,14,38.7815
"890","kor22","summer","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.309,78.6667,17,106.7705
"891","kor22","section","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.274,27.3333,3,7.1373
"892","kor22","picture","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.642,138.451,4,18.6618
"893","kor22","egg","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.457,26.0392,14,23.4734
"894","kor22","french","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,3.03,69.4314,3,142.1111
"895","kor22","metal","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.508,19.451,14,21.514
"896","kor22","setting","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.495,21.549,16,43.3101
"897","kor22","sweater","E","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.414,13.8039,7,4.7731
"898","kor22","turtle","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.764,17.0392,5,12.7961
"899","kor22","formal","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.437,8.3137,5,29.498
"900","kor22","spell","E","NW",1,"dense",0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,2.841,36.6471,16,27.1287
"901","kor22","apple","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,2.776,23.6667,6,3.5392
"902","kor22","match","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.314,49.4314,29,114.7235
"903","kor22","season","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.456,31.4706,7,34.4258
"904","kor22","pencil","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.722,9.8627,4,1.1569
"905","kor22","tone","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.856,16.8627,39,48.1654
"906","kor22","password","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,2.614,7.9804,1,0.92157
"907","kor22","path","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.577,24.549,17,20.2261
"908","kor22","title","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.687,18.5686,11,11.6328
"909","kor22","pepper","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,2.928,8.8039,10,14.4902
"910","kor22","fighter","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.755,12.7843,14,34.4006
"911","kor22","temper","t","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.691,11.4118,10,2.8863
"912","kor22","snake","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,2.127,22.3529,8,17.4461
"913","kor22","scratch","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.417,18.8431,5,3.9098
"914","kor22","sink","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.473,16.9216,27,114.199
"915","kor22","power","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,2.54,149.0196,10,152.8529
"916","kor22","penny","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.263,24.2941,16,98.8076
"917","kor22","photo","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.614,22.8431,2,11.3628
"918","kor22","tenth","t","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,4.915,4.1569,6,31.4641
"919","kor22","print","p","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.421,19.9608,4,16.2255
"920","kor22","swept","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.306,4.7647,7,10.6275
"921","kor22","heavy","E","NW",1,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.643,47.2941,5,1.5726
"922","kor22","bacon","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.521,11.8627,5,29.6196
"923","kor22","serve","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.437,37.9412,16,78.2953
"924","kor22","danger","ei","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.306,43.6667,4,2.8578
"925","kor22","clothes","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.632,101.1373,4,0.73039
"926","kor22","faith","f","NW",0,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.507,46.3333,15,30.5895
"927","kor22","glass","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,2.031,60.7059,9,42.7799
"928","kor22","salt","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,2.139,19.5098,12,16.2222
"929","kor22","social","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,3.133,33.3922,4,22.5147
"930","kor22","flat","f","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,2.379,26.2157,17,12.5317
"931","kor22","devil","E","NW",1,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,2.163,41.3333,5,13.7333
"932","kor22","silly","s","NW",0,"dense",0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.896,57.098,25,15.3757
"933","kor22","odor","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.944,2.3333,11,141.6863
"934","kor22","solo","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,2.475,8.549,12,20.0931
"935","kor22","travel","ae","NW",0,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.371,33.3725,5,3.2236
"936","kor22","solve","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.84,19.4902,5,7.3725
"937","kor22","swipe","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.626,1.6078,7,5.4258
"938","kor22","donor","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.277,4.0784,10,24.8353
"939","kor22","page","p","NW",1,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.538,37.4902,21,28.732
"940","kor22","twice","t","NW",0,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,2.658,62.5686,1,0.56863
"941","kor22","jet","E","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.558,14.1373,23,354.1807
"942","kor22","notice","ou","NW",1,"sparse",-0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.922,59.2549,3,23.732
"943","kor22","soap","ou","NW",0,"dense",0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.623,15.1961,25,191.9373
"944","kor22","prayer","p","NW",0,"dense",0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,2.56,15.7843,10,13.0372
"945","kor22","front","f","NW",1,"sparse",-0.5,"consonant",0.5,"critical",-0.5,26,0.765862388293843,1.292,181.549,6,1.4249
"946","kor22","shelf","E","NW",1,"sparse",-0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.571,6.9608,8,7.6985
"947","kor22","sunny","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.292,7.6667,14,120.6036
"948","kor22","waste","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.474,53.2549,19,57.1981
"949","kor22","rapper","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,2.311,1.7647,17,10.2168
"950","kor22","trap","ae","NW",0,"dense",0.5,"vowel",-0.5,"critical",-0.5,26,0.644209674240235,1.565,23.8431,16,19.8554
"951","kor22","scissor","s","NW",1,"dense",0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.396,0.35294,14,16.6078
"952","kor22","throw","ou","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.139,128.8235,19,71.1032
"953","kor22","racing","ei","NW",1,"dense",0.5,"vowel",-0.5,"control",0.5,26,0.644209674240235,1.81,11.8824,17,4.1096
"954","kor22","south","s","NW",1,"sparse",-0.5,"consonant",0.5,"control",0.5,26,0.765862388293843,1.271,64.4706,4,32.6176
